"217","could","～できた",0
"218","count","数える；重要である",0
"219","country","国",0
"220","couple","ペア；カップル",0
"221","course","方向;  進路",0
"222","court","(テニスなどの)コート",0
"223","cover","蓋;  覆う",0
"224","coverage","報道",0
"225","crazy","気が狂った；夢中である",0
"226","crime","犯罪",0
"227","cross","横断する；交差する，交差している",0
"228","cry","泣く",0
"229","cup","カップ",0
"230","cut","切る",0
"231","daily","日々",0
"232","dance","踊る",0
"233","danger","危険",0
"234","dangerous","危険な",0
"235","dark","暗い",0
"236","darkness","暗さ；黒さ",0
"237","date","日付",0
"238","daughter","娘",0
"239","day","日",0
"240","dead","死んでいる",0
"241","deal","分け与える；配る",0
"242","dealer","販売業者",0
"243","dear","親愛な",0
"244","death","死；死亡",0
"245","decide","決める",0
"246","deep","深い",0
"247","deeply","深く；深刻に",0
"248","definitely","明確に",0
"249","degree","度;  程度；レベル",0
"250","depend on","依存する；頼る",0
"251","dependent","他人に頼っている",0
"252","depth","深さ",0
"253","die","死ぬ",0
"254","difference","相違",0
"255","different","異なる；いろいろな；変わった",0
"256","differently","異なって",0
"257","difficult","難しい",0
"258","difficulty","難しさ；困難",0
"259","dig","掘る",0
"260","dinner","夕食",0
"261","dirty","汚い",0
"262","discover","発見する",0
"263","discovery","発見",0
"264","do","する",0
"265","dog","犬",0
"266","door","ドア",0
"267","double","二倍，二倍の",0
"268","doubt","疑い",0
"269","down","下へ；下って",0
"270","draw","線を引く；描く",0
"271","dream","夢",0
"272","dress","ドレス；ワンピース；服装",0
"273","drink","飲む",0
"274","drive","運転する",0
"275","driver","運転手",0
"276","drop","落とす",0
"277","drug","薬",0
"278","dry","乾いた",0
"279","during","～の間に",0
"280","each","各；1つ1つの",0
"281","ear","耳",0
"282","early","早い；初期の",0
"283","earth","地球",0
"284","easily","簡単に",0
"285","east","東",0
"286","easy","簡単な；ゆったりした",0
"287","eat","食べる",0
"288","edge","端；ふち",0
"289","educate","教育する",0
"290","educational","教育の",0
"291","egg","卵",0
"292","eight","8",0
"293","eighteen","18",0
"294","eighty","80",0
"295","either","どちらか",0
"296","else","その他に；さもないと",0
"297","elsewhere","どこか他の所で",0
"298","employ","雇う",0
"299","employee","従業員",0
"300","employer","雇用主",0
"301","employment","雇用",0
"302","empty","空っぽの",0
"303","engine","エンジン",0
"304","enjoy","楽しむ",0
"305","enough","十分な，十分に",0
"306","enter","入る",0
"307","especially","特に",0
"308","even","更に",0
"309","evening","夕方；晩",0
"310","ever","今までに；絶対に；ずっと；いつか；いったい",0
"311","every","すべての；毎～",0
"312","everybody","みんな；誰でも",0
"313","everyday","毎日；日常の",0
"314","everyone","みんな；誰でも",0
"315","everything","すべてのこと・もの",0
"316","everywhere","どこでも；どこで～しても",0
"317","exact","正確な",0
"318","exactly","正確に",0
"319","except","～を除いて；～以外",0
"320","excite","刺激する；興奮させる",0
"321","excitement","興奮；刺激",0
"322","excuse","免除する",0
"323","expect","予期する；期待する",0
"324","expectation","予想；期待",0
"325","expensive","値段が高い",0
"326","experience","経験",0
"327","explain","説明する",0
"328","explanation","説明",0
"329","express","表す；述べる",0
"330","expression","表現；表情",0
"331","extra","余分の，余分なもの",0
"332","eye","目",0
"333","face","顔",0
"334","fact","事実",0
"335","fair","公正な；公平な",0
"336","fairly","かなり",0
"337","family","家族",0
"338","far","遠い",0
"339","farm","農場",0
"340","farmer","農家の人",0
"341","fast","速い",0
"342","fat","脂肪",0
"343","father","父",0
"344","favorite","お気に入りの",0
"345","fear","恐れ",0
"346","feed","食べ物を与える",0
"347","feel","感じる",0
"348","few","少ない；ほとんどない",0
"349","field","野原",0
"350","fifteen","15",0
"351","fifty","50",0
"352","fight","けんか；戦い",0
"353","figure","～と考える",0
"354","fill","いっぱいにする；満たす",0
"355","film","映画",0
"356","final","最後の",0
"357","finally","最後に；やっと",0
"358","find","発見する",0
"359","fine","十分な",0
"360","finger","指",0
"361","finish","終わり",0
"362","fire","火；火事",0
"363","firstly","まず第一に",0
"364","fish","魚",0
"365","fit","適している",0
"366","five","5",0
"367","fix","直す",0
"368","flat","平らな",0
"369","floor","床",0
"370","flower","花",0
"371","fly","羽ばたいて飛ぶ",0
"372","follow","後について行く；従う",0
"373","food","食物",0
"374","foot","足",0
"375","football","サッカー",0
"376","force","強制する",0
"377","forest","森林",0
"378","forget","忘れる",0
"379","form","形",0
"380","fortunate","幸運な",0
"381","forty","40",0
"382","forward","前方の",0
"383","found","発見する",0
"384","four","4",0
"385","fourteen","14",0
"386","free","無料の",0
"387","freedom","自由",0
"388","freeze","凍る",0
"389","fresh","新しい",0
"390","friday","金曜日",0
"391","friendly","友好的な",0
"392","friendship","友情",0
"393","frighten","怖がらせる",0
"394","from","～から；～出身の",0
"395","front","前面",0
"396","full","いっぱいの；満ちた",0
"397","fully","完全に；十分に",0
"398","funny","おかしい；妙な",0
"399","further","さらに先へ；さらにまた",0
"400","game","ゲーム",0
"401","garden","庭",0
"402","gas","ガス；気体",0
"403","general","一般的な；全般的な",0
"404","generally","一般に",0
"405","gentle","優しい；穏やかな",0
"406","gently","優しく；穏やかに",0
"407","get","得る；受ける",0
"408","girl","女の子",0
"409","give","手渡す",0
"410","glad","うれしい",0
"411","glance","ちらりと見ること",0
"412","glass","ガラス",0
"413","go","行く",0
"414","god","神",0
"415","gold","金",0
"416","golden","黄金の",0
"417","good","良い",0
"418","govern","統治する；影響を与える",0
"419","government","政府",0
"420","governor","知事",0
"421","grass","草",0
"422","greatly","非常に",0
"423","green","緑色",0
"424","ground","地面；土",0
"425","group","グループ；集団",0
"426","grow","成長する",0
"427","growth","成長；増殖；腫瘍",0
"428","guess","推測する",0
"429","gun","銃",0
"430","guy","男；やつ",0
"431","hair","髪；毛",0
"432","hall","ホール；会場",0
"433","hand","手",0
"434","handle","扱う",0
"435","hang","かける；吊るす",0
"436","happen","起こる；たまたま～する",0
"437","happiness","幸福；喜び；適切さ",0
"438","happy","幸せ；嬉しい",0
"439","hard","かたい",0
"440","hardly","ほとんど～ない",0
"441","hat","帽子",0
"442","hate","憎む；ひどく嫌う",0
"443","have","持っている",0
"444","head","頭",0
"445","health","健康",0
"446","healthy","健康な",0
"447","hear","聞く；聞こえる",0
"448","heart","心臓",0
"449","heat","熱，熱くする；興奮する",0
"450","heavily","重く",0
"451","heavy","重い",0
"452","hell","地獄",0
"453","hello","こんにちは",0
"454","help","助ける",0
"455","helpful","役立つ",0
"456","her","彼女の；彼女を",0
"457","here","ここに",0
"458","herself","彼女自身",0
"459","hi","やあ；こんにちは",0
"460","hide","隠す",0
"461","high","高い",0
"462","highly","非常に",0
"463","hill","丘",0
"464","him","彼を",0
"465","himself","彼自身",0
"466","his","彼の；彼のもの",0
"467","historian","歴史家",0
"468","historic","歴史的な",0
"469","historical","歴史的な",0
"470","history","歴史",0
"471","hit","打つ；たたく",0
"472","hold","持つ；抱く",0
"473","holder","所有者",0
"474","hole","穴",0
"475","holiday","休日；祝日",0
"476","home","家庭；自宅",0
"477","honest","正直",0
"478","hope","希望",0
"479","hopefully","願わくは；うまくいけば",0
"480","horrible","恐ろしい",0
"481","horse","馬",0
"482","hospital","病院",0
"483","hot","熱い；暑い",0
"484","hour","時間",0
"485","house","家",0
"486","how","どのように",0
"487","however","しかしながら；どんなに～でも；一体どうやって",0
"488","huge","巨大な",0
"489","human","人間",0
"490","hundred","100",0
"491","hunger","飢え",0
"492","hunt","狩る，狩り",0
"493","hurry","急ぐ，急ぐこと",0
"494","hurt","痛む；傷つける",0
"495","husband","夫",0
"496","ice","氷",0
"497","idea","考え；アイデア",0
"498","if","もし～なら；～かどうか",0
"499","imagination","想像力",0
"500","imagine","想像する",0
"501","important","重要な",0
"502","impossible","不可能な",0
"503","indeed","確かに",0
"504","inform","知らせる",0
"505","information","情報",0
"506","inner","内側の",0
"507","inside","内部；内側；内情，内側の，内側に",0
"508","instead","その代わりに",0
"509","insurance","保険",0
"510","insure","保険をかける；確実にする",0
"511","interest","興味を持たせる",0
"512","into","～の中へ",0
"513","involve","含む；関わる；巻き込む",0
"514","involvement","関与",0
"515","island","島",0
"516","issue","問題；論争点",0
"517","it","(先行するものを指して)それ",0
"518","its","それの",0
"519","itself","それ自体",0
"520","job","仕事",0
"521","join","加わる；つなぎ合わせる",0
"522","joke","冗談，冗談を言う",0
"523","judge","審理する；審査する；判断する",0
"524","judgment","判断；判決",0
"525","jump","跳ぶ；跳ね上がる",0
"526","just","正確に",0
"527","keep","保つ",0
"528","key","かぎ，重要な",0
"529","kick","蹴る",0
"530","kid","子ども，冗談を言う",0
"531","kill","殺す",0
"532","kind","種類",0
"533","king","王",0
"534","kiss","キスをする，キス",0
"535","kitchen","台所",0
"536","knock","ノックする",0
"537","know","知っている",0
"538","lady","女性；婦人",0
"539","lake","湖",0
"540","land","陸；土地",0
"541","large","大きい；広い",0
"542","largely","主として；大部分は",0
"543","last","最後の",0
"544","late","遅い",0
"545","laugh","笑う，笑い",0
"546","law","法律；法則",0
"547","lay","置く；横たえる",0
"548","lazy","怠惰な",0
"549","lead","導く",0
"550","leader","リーダー",0
"551","leadership","リーダーシップ",0
"552","learn","学ぶ",0
"553","least","最も小さい；最も少ない，最も小さい；最も少ない",0
"554","leave","去る",0
"555","left","左",0
"556","leg","脚",0
"557","less","より少ない，～差し引いて",0
"558","let","～させる；許可する",0
"559","letter","手紙",0
"560","level","同等の，平等にする",0
"561","lie","嘘，嘘をつく",0
"562","life","生命；人生；生活",0
"563","lift","持ち上げる",0
"564","like","好む",0
"565","line","線，並ぶ；線を引く；覆い隠す",0
"566","lip","唇",0
"567","list","表；リスト",0
"568","listen","聞く",0
"569","listener","聞き手",0
"570","little","小さい",0
"571","live","生きる",0
"572","load","重荷；負荷，積み込む",0
"573","local","地元の；局部の，地元の人；局部",0
"574","lock","錠やロック、鍵をかける",0
"575","long","長い",0
"576","look at","見る，見ること",0
"577","lose","失う",0
"578","lot","たくさん",0
"579","loud","音が大きい；うるさい；派手な",0
"580","love","愛する，愛",0
"581","lovely","素敵な；愛らしい",0
"582","lover","恋人；愛好家",0
"583","low","低い",0
"584","luck","運",0
"585","lucky","運のよい",0
"586","lunch","昼食",0
"587","machine","機械",0
"588","mad","怒った",0
"589","main","主要な",0
"590","mainly","主に",0
"591","major","主要な；重要な",0
"592","make","作る",0
"593","maker","作る人；メーカー",0
"594","man","男",0
"595","manage","経営する；管理する",0
"596","management","管理；経営",0
"597","manager","経営者；～長；マネージャー",0
"598","many","多くの，多数",0
"599","mark","印；記号；評価，印を付ける；成績を付ける",0
"600","market","市場；マーケット",0
"601","marriage","結婚",0
"602","marry","結婚する",0
"603","master","上達な,熟練な",0
"604","matter","事柄；問題；原因",0
"605","maybe","もしかすると；たぶん",0
"606","me","私を",0
"607","meal","食事",0
"608","meet","会合する",0
"609","member","一員；メンバー",0
"610","membership","会員；メンバーシップ",0
"611","mention","述べる；話に出す，言及する",0
"612","mess","混乱，散らかす；混乱させる",0
"613","middle","中心；中間，真ん中の；中央の",0
"614","might","～かもしれない；～してもよい",0
"615","mile","マイル",0
"616","milk","乳",0
"617","million","百万",0
"618","mind","心；精神",0
"619","mine","私のもの",0
"620","minute","分；",0
"621","miss","逃す；～し損なう",0
"622","mistake","間違い",0
"623","moment","瞬間",0
"624","money","お金；金銭；財産",0
"625","month","月",0
"626","monthly","毎月に",0
"627","more","より多くの， もっと",0
"628","morning","朝；午前",0
"629","most","最も多くの；たいていの，最も",0
"630","mostly","主に；ほとんど",0
"631","mountain","山",0
"632","mouth","口，言う",0
"633","move","動かす；移動する",0
"634","movement","楽章",0
"635","movie","映画",0
"636","much","たくさんの，非常に；だいたい",0
"637","music","音楽",0
"638","musical","ミュージカル",0
"639","musician","音楽家；ミュージシャン",0
"640","must","～しなければならない；～に違いない",0
"641","my","私の",0
"642","myself","私自身",0
"643","name","名前；評判；有名人，名前をつける",0
"644","nation","国家",0
"645","national","国立；国の",0
"646","natural","自然の",0
"647","naturally","自然に",0
"648","nature","自然",0
"649","near","近い，近くに",0
"650","nearby","近くの，近くに",0
"651","nearly","ほとんど",0
"652","necessarily","必ずしも",0
"653","necessary","必要な",0
"654","neck","首",0
"655","need","必要がある",0
"656","neighbor","隣人；近所の人",0
"657","neighborhood","近所",0
"658","never","決して～ない；～したことがない;",0
"659","newly","新しく",0
"660","next","次の",0
"661","nice","よい；すてきな；親切な；立派な；微細な",0
"662","night","夜",0
"663","nine","9",0
"664","nineteen","19",0
"665","ninety","90",0
"666","nobody","誰も～ない",0
"667","noise","音；騒音； 雑音",0
"668","none","何も～ない；誰も～ない",0
"669","normal","標準の；正常な",0
"670","normally","普通は；正常に",0
"671","nose","鼻",0
"672","not","～ではない",0
"673","note","注意する；気づく",0
"674","nothing","何も～ない",0
"675","notice","気づく",0
"676","now","今；すぐに；これから；さて；いまや～だから",0
"677","number","数字；番号",0
"678","nurse","看護師",0
"679","obvious","明らかな",0
"680","obviously","明らかに",0
"681","of","～の；～から；～について",0
"682","off","～から離れて；休みの；停止して",0
"683","offer","提供する；申し出る",0
"684","office","事務所；オフィス",0
"685","officer","役人；将校",0
"686","often","しばしば",0
"687","oil","油",0
"688","okay","よし；わかった，まあまあ，承認する",0
"689","old","古い；年とった；昔の；～歳の",0
"690","once","一度；昔の，いったん～すると",0
"691","one","一つ；人・もの",0
"692","only","唯一の；最良の，ただ～だけ；つい～，ただし；～だがしかし",0
"693","onto","～の上に；～に向けられて",0
"694","open","開放された",0
"695","orange","オレンジ色",0
"696","order","注文，注文する",0
"697","other","もう一方の；別の；他の，もう一方の人・物；別の人・物；その他",0
"698","ought","～するべきである；～するはずである",0
"699","our","私たちの",0
"700","ourselves","私たち自身",0
"701","out","外に；外に出て；外れて",0
"702","outside","外側，外側の，外側に",0
"703","over","～の上に",0
"704","own","自身の；特有の",0
"705","owner","持ち主；オーナー",0
"706","ownership","所有権",0
"707","pack","包む；詰める",0
"708","package","小包；包装；パッケージ",0
"709","page","ページ",0
"710","pain","痛み",0
"711","paint","ペンキ，ペンキを塗る；描く",0
"712","pair","一組；ペア",0
"713","paper","紙，紙で包む；壁紙を貼る",0
"714","parent","親",0
"715","particular","特定の；特有の，項目；詳細",0
"716","particularly","特に",0
"717","partly","一部分は；少しは",0
"718","party","パーティー",0
"719","pass","通り過ぎる；渡す",0
"720","past","過ぎた；過去の，過ぎて",0
"721","pay","払う；支払い ",0
"722","payment","支払い",0
"723","people","人々",0
"724","perfect","完全な；完璧な",0
"725","perfectly","完璧に",0
"726","perhaps","ひょっとすると；おそらく",0
"727","person","人",0
"728","personal","個人的な",0
"729","personally","個人的に；自ら",0
"730","phone","電話をかける",0
"731","photo","写真",0
"732","photograph","写真を撮る",0
"733","pick","選ぶ",0
"734","picture","絵；写真；映像",0
"735","piece","一かけら；破片",0
"736","place","置く；設置する",0
"737","plan","計画；段取り",0
"738","plant","植物",0
"739","player","選手；プレーヤー",0
"740","please","どうぞ；どうか；ぜひ",0
"741","plenty","たくさん",0
"742","plus","正数",0
"743","police","警察",0
"744","poor","貧しい",0
"745","pop","ポンとはじける；現れる；飛び出す",0
"746","position","位置",0
"747","possibility","可能性",0
"748","possible","可能な；可能性がある",0
"749","possibly","考えようによっては；～かも知れない",0
"750","pot","鍋；容器",0
"751","pound","常用ポンド；16オンス，0.4536kgに相当",0
"752","power","権力；支配権",0
"753","powerful","強力な；効力のある",0
"754","preparation","準備",0
"755","prepare","準備する",0
"756","present","プレゼント；贈り物 ",0
"757","presentation","発表；プレゼンテーション",0
"758","press","押す；押しつける",0
"759","pretty","かわいい；すてきな",0
"760","price","値段をつける",0
"761","prison","刑務所",0
"762","prisoner","囚人",0
"763","probability","可能性；確率",0
"764","probably","おそらく",0
"765","problem","問題",0
"766","program","計画；予定",0
"767","promise","約束する",0
"768","proper","適切な",0
"769","properly","適切に",0
"770","protect","保護する",0
"771","protection","保護",0
"772","public","公の；公的な",0
"773","pull","引く；引っ張る",0
"774","push","押しのける",0
"775","put","置く",0
"776","quarter","4分の1",0
"777","question","質問する；疑問に思う",0
"778","quick","素早い；速い",0
"779","quickly","速く；すぐに",0
"780","quiet","静かな",0
"781","quietly","静かに",0
"782","quite","全く；かなり",0
"783","race","競争，競争する",0
"784","radio","ラジオ",0
"785","rain","雨",0
"786","raise","高める",0
"787","rate","速度；割合；比率",0
"788","rather","かなり；いくぶん；どちらかといえば；それどころか",0
"789","reach","伸びる；及ぶ；届く；到着する，伸ばすこと；届く範囲",0
"790","reader","読者",0
"791","ready","用意のできた；～しがち；即座の",0
"792","real","現実の；本物の",0
"793","reality","現実",0
"794","realize","気づく；理解する",0
"795","really","本当に；実に",0
"796","reason","理由；原因；根拠",0
"797","reasonable","理性的な；合理的",0
"798","reasonably","理性的に；合理的に",0
"799","recent","最近の",0
"800","recently","最近；近年",0
"801","record","レコード",0
"802","red","赤；血の色のような",0
"803","relate","関係づける；関連する",0
"804","relation","～に関する",0
"805","relationship","関係",0
"806","remember","思い出す",0
"807","rent","家賃，賃借りする",0
"808","reply","答える，返信",0
"809","report","報告書； レポート",0
"810","reporter","報告書；記者；レポーター",0
"811","responsibility","責任",0
"812","responsible","責任がある；信頼できる",0
"813","rest","休憩",0
"814","rich","金持ち；豊かな",0
"815","rid","除去する；解放する",0
"816","ride","乗る，乗車",0
"817","right","右の；右に",0
"818","ring","ベルやアラームの音が鳴る；響く",0
"819","rise","上がる；起立する，上昇",0
"820","river","川",0
"821","road","道路",0
"822","rock","岩；石",0
"823","roll","転がる",0
"824","room","部屋",0
"825","rough","大ざっぱな；おおよその",0
"826","roughly","粗雑に；手荒く",0
"827","round","丸い，円形",0
"828","rule","規則；ルール；習慣，決定する",0
"829","run","走る",0
"830","sad","悲しい",0
"831","safe","安全な",0
"832","safety","安全",0
"833","sail","帆，航行する",0
"834","same","同じ",0
"835","saturday","土曜日",0
"836","save","救う",0
"837","say","言う；言葉を使う",0
"838","scare","怖がらせる",0
"839","science","科学",0
"840","scientific","科学的",0
"841","scientist","科学者",0
"842","sea","海",0
"843","seat","座席，着席させる",0
"844","second","第二の",0
"845","secondary","二番目の；二次的な",0
"846","secondly","第二に",0
"847","secure","安全な，確保する；固定する",0
"848","security","安全",0
"849","see","見る",0
"850","seem","～のように見える；思われる",0
"851","self","自己",0
"852","sell","売る",0
"853","send","送る；送信する",0
"854","sense","感覚，感じる；感知する",0
"855","serious","深刻な；真剣な；まじめな",0
"856","seriously","真剣に",0
"857","servant","使用人",0
"858","serve","供給する；役立つ",0
"859","server","サーバー",0
"860","service","修理する；点検する",0
"861","set","セット；一揃え",0
"862","settle","定住する；落ち着く",0
"863","seven","七",0
"864","seventeen","十七",0
"865","seventy","七十",0
"866","several","いくつかの；それぞれの",0
"867","sex","性別",0
"868","sexual","性的な",0
"869","shake","振る；震える；動揺させる，振動；震え",0
"870","shall","～すべきである；当然～だろう；～しなければならない；～しましょうか",0
"871","shape","形，形作る",0
"872","share","株；株券",0
"873","she","彼女",0
"874","ship","船",0
"875","shirt","シャツ",0
"876","shoe","靴",0
"877","shop","店；商店",0
"878","short","短い；背が低い；不足して",0
"879","shot","（ボールをゴールに）ける；投げ入れる；シュートする",0
"880","should","～べきである",0
"881","shoulder","肩",0
"882","shout","叫ぶ",0
"883","shut","閉じる；閉める，閉じた",0
"884","sick","病気の",0
"885","side","側面",0
"886","sight","見ること；視力；視野",0
"887","sign","署名する；合図する；契約する",0
"888","silly","ばかな",0
"889","simple","簡単な；単純な",0
"890","simply","簡単に；単純に",0
"891","since","～以来；～なので",0
"892","sing","歌う",0
"893","singer","歌手",0
"894","single","たった一つの",0
"895","sir","あなたさま；～殿",0
"896","sister","姉妹",0
"897","sit","座る",0
"898","situate","位置付ける",0
"899","situation","状況",0
"900","six","六",0
"901","sixteen","十六",0
"902","sixty","六十",0
"903","size","大きさ；サイズ",0
"904","skin","皮膚",0
"905","sky","空",0
"906","sleep","眠る",0
"907","slight","わずかな，軽視",0
"908","slightly","わずかに",0
"909","slip","滑る，滑ること",0
"910","slow","遅い；遅くなる",0
"911","slowly","ゆっくりと",0
"912","small","小さい",0
"913","smell","におい，においを嗅ぐ；においがする",0
"914","smile","ほほえむ，笑顔",0
"915","smoke","喫煙",0
"916","snow","雪，雪が降る",0
"917","soft","やわらかい；穏やかな",0
"918","some","いくらかの；ある；およそ",0
"919","somebody","誰か",0
"920","somehow","どういうわけか；なんらかの方法で",0
"921","someone","誰か",0
"922","something","何か",0
"923","sometimes","ときどき",0
"924","somewhere","どこかに",0
"925","son","息子",0
"926","song","歌",0
"927","soon","もうすぐ；早く",0
"928","sorry","すまないと思う；後悔している；気の毒に思う",0
"929","sort","種類",0
"930","sound","音；音響",0
"931","south","南；南の；南へ",0
"932","space","空間；間隔",0
"933","speak","話す",0
"934","speaker","話す人；演説者",0
"935","special","特別な",0
"936","specialist","専門家",0
"937","specialize","専門にする",0
"938","spend","使う；過ごす",0
"939","sport","スポーツ",0
"940","spot","見つける",0
"941","spring","春",0
"942","square","正方形；四角",0
"943","stage","舞台",0
"944","stand","立つ",0
"945","star","星",0
"946","stare","じっと見る",0
"947","start","始め；開始",0
"948","state","州",0
"949","statement","発言；陳述",0
"950","station","駅",0
"951","stay","滞在する",0
"952","steal","盗む",0
"953","step","階段；ステップ",0
"954","stick","棒",0
"955","still","まだ；それでも；なお",0
"956","stone","石",0
"957","stop","止まる",0
